indicator,year,countrycode,period,welftype,spell,subgroup,value
WB.SP.meantotal,2012,SWE,2012-2017,INC,1,National,50.55354
WB.SP.meantotal,2017,SWE,2012-2017,INC,2,National,55.75217
WB.SP.meantotal,2013,SWE,2013-2018,INC,1,National,51.91808
WB.SP.meantotal,2018,SWE,2013-2018,INC,2,National,56.3739
WB.SP.meantotal,2014,SWE,2014-2019,INC,1,National,53.15428
WB.SP.meantotal,2019,SWE,2014-2019,INC,2,National,57.50212
WB.SP.meantotal,2015,SWE,2015-2020,INC,1,National,54.98438
WB.SP.meantotal,2020,SWE,2015-2020,INC,2,National,58.66306
WB.SP.meantotal,2009,SWZ,2009-2016,CONS,1,National,3.729545
WB.SP.meantotal,2016,SWZ,2009-2016,CONS,2,National,5.632314
WB.SP.meantotal,2013,SYC,2013-2018,INC,1,National,24.12507
WB.SP.meantotal,2018,SYC,2013-2018,INC,2,National,22.25156
WB.SP.meantotal,2006,TGO,2006-2011,CONS,1,National,2.539534
WB.SP.meantotal,2011,TGO,2006-2011,CONS,2,National,2.662241
WB.SP.meantotal,2011,TGO,2011-2015,CONS,1,National,2.662241
WB.SP.meantotal,2015,TGO,2011-2015,CONS,2,National,2.728988
WB.SP.meantotal,2006,THA,2006-2010,CONS,1,National,12.25119
WB.SP.meantotal,2010,THA,2006-2010,CONS,2,National,13.76773
WB.SP.meantotal,2008,THA,2008-2012,CONS,1,National,12.90028
WB.SP.meantotal,2012,THA,2008-2012,CONS,2,National,15.06487
WB.SP.meantotal,2008,THA,2008-2013,CONS,1,National,12.90028
WB.SP.meantotal,2013,THA,2008-2013,CONS,2,National,15.30419
WB.SP.meantotal,2009,THA,2009-2013,CONS,1,National,13.34233
WB.SP.meantotal,2013,THA,2009-2013,CONS,2,National,15.30419
WB.SP.meantotal,2010,THA,2010-2015,CONS,1,National,13.76773
WB.SP.meantotal,2015,THA,2010-2015,CONS,2,National,15.99134
WB.SP.meantotal,2014,THA,2014-2017,CONS,1,National,15.27769
WB.SP.meantotal,2017,THA,2014-2017,CONS,2,National,16.25334
WB.SP.meantotal,2014,THA,2014-2018,CONS,1,National,15.27769
WB.SP.meantotal,2018,THA,2014-2018,CONS,2,National,15.99203
WB.SP.meantotal,2014,THA,2014-2019,CONS,1,National,15.27769
WB.SP.meantotal,2019,THA,2014-2019,CONS,2,National,16.04334
WB.SP.meantotal,2015,THA,2015-2019,CONS,1,National,15.99134
WB.SP.meantotal,2019,THA,2015-2019,CONS,2,National,16.04334
WB.SP.meantotal,2016,THA,2016-2021,CONS,1,National,16.00525
WB.SP.meantotal,2021,THA,2016-2021,CONS,2,National,16.62163
WB.SP.meantotal,2004,TJK,2004-2009,CONS,1,National,4.162089
WB.SP.meantotal,2009,TJK,2004-2009,CONS,2,National,5.566657
WB.SP.meantotal,2009,TJK,2009-2015,CONS,1,National,5.566657
WB.SP.meantotal,2015,TJK,2009-2015,CONS,2,National,6.518495
WB.SP.meantotal,2009,TON,2009-2015,CONS,1,National,10.59642
WB.SP.meantotal,2015,TON,2009-2015,CONS,2,National,8.450248
WB.SP.meantotal,2005,TUN,2005-2010,CONS,1,National,9.98102
WB.SP.meantotal,2010,TUN,2005-2010,CONS,2,National,11.65996
WB.SP.meantotal,2010,TUN,2010-2015,CONS,1,National,11.65996
WB.SP.meantotal,2015,TUN,2010-2015,CONS,2,National,13.77579
WB.SP.meantotal,2006,TUR,2006-2011,CONS,1,National,14.23784
WB.SP.meantotal,2011,TUR,2006-2011,CONS,2,National,18.2822
WB.SP.meantotal,2007,TUR,2007-2012,CONS,1,National,15.0125
WB.SP.meantotal,2012,TUR,2007-2012,CONS,2,National,18.98792
WB.SP.meantotal,2008,TUR,2008-2013,CONS,1,National,16.60834
WB.SP.meantotal,2013,TUR,2008-2013,CONS,2,National,19.75983
WB.SP.meantotal,2009,TUR,2009-2014,CONS,1,National,16.43421
WB.SP.meantotal,2014,TUR,2009-2014,CONS,2,National,20.6373
WB.SP.meantotal,2011,TUR,2011-2016,CONS,1,National,18.2822
WB.SP.meantotal,2016,TUR,2011-2016,CONS,2,National,21.68154
WB.SP.meantotal,2013,TUR,2013-2018,CONS,1,National,19.75983
WB.SP.meantotal,2018,TUR,2013-2018,CONS,2,National,22.54592
WB.SP.meantotal,2014,TUR,2014-2019,CONS,1,National,20.6373
WB.SP.meantotal,2019,TUR,2014-2019,CONS,2,National,22.2029
WB.SP.meantotal,2013,TWN,2013-2016,INC,1,National,42.89923
WB.SP.meantotal,2016,TWN,2013-2016,INC,2,National,45.79352
WB.SP.meantotal,2007,TZA,2007-2011,CONS,1,National,2.659143
WB.SP.meantotal,2011,TZA,2007-2011,CONS,2,National,3.11437
WB.SP.meantotal,2011,TZA,2011-2018,CONS,1,National,3.11437
WB.SP.meantotal,2017,TZA,2011-2018,CONS,2,National,3.29475
WB.SP.meantotal,2005,UGA,2005-2012,CONS,1,National,2.718639
WB.SP.meantotal,2012,UGA,2005-2012,CONS,2,National,3.684333
WB.SP.meantotal,2009,UGA,2009-2012,CONS,1,National,3.375852
WB.SP.meantotal,2012,UGA,2009-2012,CONS,2,National,3.684333
WB.SP.meantotal,2012,UGA,2012-2016,CONS,1,National,3.684333
WB.SP.meantotal,2016,UGA,2012-2016,CONS,2,National,3.543682
WB.SP.meantotal,2016,UGA,2016-2019,CONS,1,National,3.543682
WB.SP.meantotal,2019,UGA,2016-2019,CONS,2,National,3.515108
WB.SP.meantotal,2005,UKR,2005-2010,CONS,1,National,10.13644
WB.SP.meantotal,2010,UKR,2005-2010,CONS,2,National,11.80262
WB.SP.meantotal,2008,UKR,2008-2013,CONS,1,National,11.94363
WB.SP.meantotal,2013,UKR,2008-2013,CONS,2,National,13.49166
WB.SP.meantotal,2009,UKR,2009-2014,CONS,1,National,11.06478
WB.SP.meantotal,2014,UKR,2009-2014,CONS,2,National,12.98175
WB.SP.meantotal,2010,UKR,2010-2015,CONS,1,National,11.80262
WB.SP.meantotal,2015,UKR,2010-2015,CONS,2,National,11.70123
WB.SP.meantotal,2011,UKR,2011-2016,CONS,1,National,12.26278
WB.SP.meantotal,2016,UKR,2011-2016,CONS,2,National,11.8582
WB.SP.meantotal,2013,UKR,2013-2018,CONS,1,National,13.49166
WB.SP.meantotal,2018,UKR,2013-2018,CONS,2,National,13.58914
WB.SP.meantotal,2014,UKR,2014-2019,CONS,1,National,12.98175
WB.SP.meantotal,2019,UKR,2014-2019,CONS,2,National,14.92135
WB.SP.meantotal,2015,UKR,2015-2020,CONS,1,National,11.70123
WB.SP.meantotal,2020,UKR,2015-2020,CONS,2,National,14.31596
WB.SP.meantotal,2006,URY,2006-2011,INC,1,National,18.90216
WB.SP.meantotal,2011,URY,2006-2011,INC,2,National,26.23144
WB.SP.meantotal,2007,URY,2007-2012,INC,1,National,20.61739
WB.SP.meantotal,2012,URY,2007-2012,INC,2,National,26.21094
WB.SP.meantotal,2009,URY,2009-2014,INC,1,National,24.28555
WB.SP.meantotal,2014,URY,2009-2014,INC,2,National,28.78466
WB.SP.meantotal,2011,URY,2011-2016,INC,1,National,26.23144
WB.SP.meantotal,2016,URY,2011-2016,INC,2,National,28.65987
WB.SP.meantotal,2012,URY,2012-2017,INC,1,National,26.21094
WB.SP.meantotal,2017,URY,2012-2017,INC,2,National,29.76137
WB.SP.meantotal,2013,URY,2013-2018,INC,1,National,27.27198
WB.SP.meantotal,2018,URY,2013-2018,INC,2,National,29.2754
WB.SP.meantotal,2014,URY,2014-2019,INC,1,National,28.78466
WB.SP.meantotal,2019,URY,2014-2019,INC,2,National,28.77929
WB.SP.meantotal,2010,USA,2010-2016,INC,1,National,68.57991
WB.SP.meantotal,2016,USA,2010-2016,INC,2,National,75.62987
WB.SP.meantotal,2013,USA,2013-2018,INC,1,National,69.23176
WB.SP.meantotal,2018,USA,2013-2018,INC,2,National,80.58569
WB.SP.meantotal,2014,USA,2014-2019,INC,1,National,69.65698
WB.SP.meantotal,2019,USA,2014-2019,INC,2,National,85.87473
WB.SP.meantotal,2015,USA,2015-2020,INC,1,National,72.29066
WB.SP.meantotal,2020,USA,2015-2020,INC,2,National,88.01251
WB.SP.meantotal,2016,USA,2016-2021,INC,1,National,75.62987
WB.SP.meantotal,2021,USA,2016-2021,INC,2,National,87.60349
WB.SP.meantotal,2004,VNM,2004-2010,CONS,1,National,4.526309
WB.SP.meantotal,2010,VNM,2004-2010,CONS,2,National,9.624414
WB.SP.meantotal,2010,VNM,2010-2014,CONS,1,National,9.624414
WB.SP.meantotal,2014,VNM,2010-2014,CONS,2,National,10.47753
WB.SP.meantotal,2010,VNM,2010-2016,CONS,1,National,9.624414
WB.SP.meantotal,2016,VNM,2010-2016,CONS,2,National,12.09947
WB.SP.meantotal,2012,VNM,2012-2016,CONS,1,National,9.897621
WB.SP.meantotal,2016,VNM,2012-2016,CONS,2,National,12.09992
WB.SP.meantotal,2012,VNM,2012-2018,CONS,1,National,9.897621
WB.SP.meantotal,2018,VNM,2012-2018,CONS,2,National,13.46041
WB.SP.meantotal,2014,VNM,2014-2018,CONS,1,National,10.47753
WB.SP.meantotal,2018,VNM,2014-2018,CONS,2,National,13.46041
WB.SP.meantotal,2016,VNM,2016-2020,CONS,1,National,12.09947
WB.SP.meantotal,2020,VNM,2016-2020,CONS,2,National,15.04992
WB.SP.meantotal,2012,XKX,2012-2015,CONS,1,National,8.682335
WB.SP.meantotal,2015,XKX,2012-2015,CONS,2,National,9.126698
WB.SP.meantotal,2012,XKX,2012-2017,CONS,1,National,8.682335
WB.SP.meantotal,2017,XKX,2012-2017,CONS,2,National,9.534211
WB.SP.meantotal,2005,ZAF,2005-2010,CONS,1,National,9.539003
WB.SP.meantotal,2010,ZAF,2005-2010,CONS,2,National,12.6934
WB.SP.meantotal,2010,ZAF,2010-2014,CONS,1,National,12.6934
WB.SP.meantotal,2014,ZAF,2010-2014,CONS,2,National,11.94306
WB.SP.meantotal,2010,ZMB,2010-2015,CONS,1,National,2.679826
WB.SP.meantotal,2015,ZMB,2010-2015,CONS,2,National,2.974416
WB.SP.meantotal,2011,ZWE,2011-2017,CONS,1,National,5.459878032
WB.SP.meantotal,2017,ZWE,2011-2017,CONS,2,National,4.409204788
WB.SP.median,2008,ALB,2008-2012,CONS,1,National,8.4002
WB.SP.median,2012,ALB,2008-2012,CONS,2,National,8.240385
WB.SP.median,2014,ALB,2014-2017,CONS,1,National,8.295375
WB.SP.median,2017,ALB,2014-2017,CONS,2,National,10.18767
WB.SP.median,2013,ARE,2013-2018,INC,1,National,65.14401583
WB.SP.median,2018,ARE,2013-2018,INC,2,National,72.12141495
WB.SP.median,2006,ARG,2006-2011,INC,1,National,17.06818
WB.SP.median,2011,ARG,2006-2011,INC,2,National,21.54129
WB.SP.median,2007,ARG,2007-2012,INC,1,National,17.63164
WB.SP.median,2012,ARG,2007-2012,INC,2,National,21.86821
WB.SP.median,2009,ARG,2009-2014,INC,1,National,19.67503
WB.SP.median,2014,ARG,2009-2014,INC,2,National,20.30464
WB.SP.median,2011,ARG,2011-2016,INC,1,National,21.54129
WB.SP.median,2016,ARG,2011-2016,INC,2,National,21.24394
WB.SP.median,2012,ARG,2012-2017,INC,1,National,21.86821
WB.SP.median,2017,ARG,2012-2017,INC,2,National,22.57342
WB.SP.median,2013,ARG,2013-2018,INC,1,National,22.23756
WB.SP.median,2018,ARG,2013-2018,INC,2,National,20.57306
WB.SP.median,2014,ARG,2014-2019,INC,1,National,20.30464
WB.SP.median,2019,ARG,2014-2019,INC,2,National,19.47542
WB.SP.median,2016,ARG,2016-2020,INC,1,National,21.24394
WB.SP.median,2020,ARG,2016-2020,INC,2,National,17.23369
WB.SP.median,2016,ARG,2016-2021,INC,1,National,21.24394
WB.SP.median,2021,ARG,2016-2021,INC,2,National,18.4402
WB.SP.median,2006,ARM,2006-2011,CONS,1,National,5.837729
WB.SP.median,2011,ARM,2006-2011,CONS,2,National,6.181768
WB.SP.median,2008,ARM,2008-2013,CONS,1,National,6.659319
WB.SP.median,2013,ARM,2008-2013,CONS,2,National,6.597413
WB.SP.median,2009,ARM,2009-2014,CONS,1,National,5.956918
WB.SP.median,2014,ARM,2009-2014,CONS,2,National,6.733072
WB.SP.median,2010,ARM,2010-2015,CONS,1,National,5.921674
WB.SP.median,2015,ARM,2010-2015,CONS,2,National,7.108039
WB.SP.median,2011,ARM,2011-2016,CONS,1,National,6.181768
WB.SP.median,2016,ARM,2011-2016,CONS,2,National,7.711447
WB.SP.median,2012,ARM,2012-2017,CONS,1,National,6.37294
WB.SP.median,2017,ARM,2012-2017,CONS,2,National,6.969825
WB.SP.median,2013,ARM,2013-2018,CONS,1,National,6.597413
WB.SP.median,2018,ARM,2013-2018,CONS,2,National,6.935608
WB.SP.median,2014,AUS,2014-2018,INC,1,National,52.27458
WB.SP.median,2018,AUS,2014-2018,INC,2,National,53.05049
WB.SP.median,2007,AUT,2007-2012,INC,1,National,51.08063
WB.SP.median,2012,AUT,2007-2012,INC,2,National,52.69723
WB.SP.median,2009,AUT,2009-2014,INC,1,National,53.98243
WB.SP.median,2014,AUT,2009-2014,INC,2,National,54.46112
WB.SP.median,2010,AUT,2010-2015,INC,1,National,54.96537
WB.SP.median,2015,AUT,2010-2015,INC,2,National,54.98421
WB.SP.median,2012,AUT,2012-2017,INC,1,National,52.69723
WB.SP.median,2017,AUT,2012-2017,INC,2,National,57.02806
WB.SP.median,2013,AUT,2013-2018,INC,1,National,54.35909
WB.SP.median,2018,AUT,2013-2018,INC,2,National,56.40946
WB.SP.median,2014,AUT,2014-2019,INC,1,National,54.46112
WB.SP.median,2019,AUT,2014-2019,INC,2,National,57.64287
WB.SP.median,2015,AUT,2015-2020,INC,1,National,54.98421
WB.SP.median,2020,AUT,2015-2020,INC,2,National,59.09612
WB.SP.median,2007,BEL,2007-2012,INC,1,National,46.32938
WB.SP.median,2012,BEL,2007-2012,INC,2,National,48.90019
WB.SP.median,2009,BEL,2009-2014,INC,1,National,47.91656
WB.SP.median,2014,BEL,2009-2014,INC,2,National,48.99603
WB.SP.median,2010,BEL,2010-2015,INC,1,National,48.19316
WB.SP.median,2015,BEL,2010-2015,INC,2,National,50.46215
WB.SP.median,2012,BEL,2012-2017,INC,1,National,48.90019
WB.SP.median,2017,BEL,2012-2017,INC,2,National,50.02124
WB.SP.median,2013,BEL,2013-2018,INC,1,National,48.88954
WB.SP.median,2018,BEL,2013-2018,INC,2,National,51.22011
WB.SP.median,2014,BEL,2014-2019,INC,1,National,48.99603
WB.SP.median,2019,BEL,2014-2019,INC,2,National,52.60099
WB.SP.median,2015,BEL,2015-2020,INC,1,National,50.46215
WB.SP.median,2020,BEL,2015-2020,INC,2,National,53.03771
WB.SP.median,2011,BEN,2011-2015,CONS,1,National,1.989917
WB.SP.median,2015,BEN,2011-2015,CONS,2,National,2.123896
WB.SP.median,2009,BFA,2009-2014,CONS,1,National,2.053225
WB.SP.median,2014,BFA,2009-2014,CONS,2,National,2.448357
WB.SP.median,2005,BGD,2005-2010,CONS,1,National,2.960369
WB.SP.median,2010,BGD,2005-2010,CONS,2,National,3.244506
WB.SP.median,2010,BGD,2010-2016,CONS,1,National,3.244506
WB.SP.median,2016,BGD,2010-2016,CONS,2,National,3.579725
WB.SP.median,2007,BGR,2007-2011,INC,1,National,12.86304
WB.SP.median,2011,BGR,2007-2011,INC,2,National,13.78208
WB.SP.median,2007,BGR,2007-2012,INC,1,National,12.86304
WB.SP.median,2012,BGR,2007-2012,INC,2,National,14.0506
WB.SP.median,2009,BGR,2009-2014,INC,1,National,15.45905
WB.SP.median,2014,BGR,2009-2014,INC,2,National,16.27757
WB.SP.median,2015,BGR,2015-2018,INC,1,National,15.46649
WB.SP.median,2018,BGR,2015-2018,INC,2,National,19.6149
WB.SP.median,2015,BGR,2015-2019,INC,1,National,15.46649
WB.SP.median,2019,BGR,2015-2019,INC,2,National,20.8615
WB.SP.median,2015,BGR,2015-2020,INC,1,National,15.46649
WB.SP.median,2020,BGR,2015-2020,INC,2,National,22.82248
WB.SP.median,2006,BLR,2006-2011,CONS,1,National,9.207119
WB.SP.median,2011,BLR,2006-2011,CONS,2,National,12.92337
WB.SP.median,2009,BLR,2009-2014,CONS,1,National,11.15871
WB.SP.median,2014,BLR,2009-2014,CONS,2,National,16.63947
WB.SP.median,2011,BLR,2011-2016,CONS,1,National,12.92337
WB.SP.median,2016,BLR,2011-2016,CONS,2,National,14.54671
WB.SP.median,2012,BLR,2012-2017,CONS,1,National,14.58461
WB.SP.median,2017,BLR,2012-2017,CONS,2,National,14.99615
WB.SP.median,2013,BLR,2013-2018,CONS,1,National,16.06319
WB.SP.median,2018,BLR,2013-2018,CONS,2,National,16.04961
WB.SP.median,2014,BLR,2014-2019,CONS,1,National,16.63947
WB.SP.median,2019,BLR,2014-2019,CONS,2,National,17.13432
WB.SP.median,2015,BLR,2015-2020,CONS,1,National,15.2297
WB.SP.median,2020,BLR,2015-2020,CONS,2,National,17.23805
WB.SP.median,2006,BOL,2006-2011,INC,1,National,8.277175
WB.SP.median,2011,BOL,2006-2011,INC,2,National,12.86444
WB.SP.median,2007,BOL,2007-2012,INC,1,National,8.7065
WB.SP.median,2012,BOL,2007-2012,INC,2,National,13.29905
WB.SP.median,2009,BOL,2009-2014,INC,1,National,11.38495
WB.SP.median,2014,BOL,2009-2014,INC,2,National,14.18052
WB.SP.median,2011,BOL,2011-2016,INC,1,National,12.86444
WB.SP.median,2016,BOL,2011-2016,INC,2,National,13.80361
WB.SP.median,2012,BOL,2012-2017,INC,1,National,13.29905
WB.SP.median,2017,BOL,2012-2017,INC,2,National,14.06541
WB.SP.median,2013,BOL,2013-2018,INC,1,National,14.28673
WB.SP.median,2018,BOL,2013-2018,INC,2,National,14.12709
WB.SP.median,2014,BOL,2014-2019,INC,1,National,14.18052
WB.SP.median,2019,BOL,2014-2019,INC,2,National,14.69289
WB.SP.median,2015,BOL,2015-2020,INC,1,National,13.98401
WB.SP.median,2020,BOL,2015-2020,INC,2,National,14.01877
WB.SP.median,2016,BOL,2016-2021,INC,1,National,13.80361
WB.SP.median,2021,BOL,2016-2021,INC,2,National,14.912
WB.SP.median,2006,BRA,2006-2011,INC,1,National,8.441199
WB.SP.median,2011,BRA,2006-2011,INC,2,National,11.12591
WB.SP.median,2012,BRA,2012-2015,INC,1,National,11.77872
WB.SP.median,2015,BRA,2012-2015,INC,2,National,12.49472
WB.SP.median,2013,BRA,2013-2018,INC,1,National,12.3889
WB.SP.median,2018,BRA,2013-2018,INC,2,National,12.48816
WB.SP.median,2014,BRA,2014-2019,INC,1,National,12.8163
WB.SP.median,2019,BRA,2014-2019,INC,2,National,12.88769
WB.SP.median,2016,BRA,2016-2021,INC,1,National,12.13478
WB.SP.median,2021,BRA,2016-2021,INC,2,National,11.5944
WB.SP.median,2007,BTN,2007-2012,CONS,1,National,5.508203
WB.SP.median,2012,BTN,2007-2012,CONS,2,National,7.380616
WB.SP.median,2012,BTN,2012-2017,CONS,1,National,7.380616
WB.SP.median,2017,BTN,2012-2017,CONS,2,National,8.255758
WB.SP.median,2002,BWA,2002-2009,CONS,1,National,3.67874
WB.SP.median,2009,BWA,2002-2009,CONS,2,National,5.157785
WB.SP.median,2009,BWA,2009-2015,CONS,1,National,5.157785
WB.SP.median,2015,BWA,2009-2015,CONS,2,National,4.842955
WB.SP.median,2010,CAN,2010-2013,INC,1,National,50.96299
WB.SP.median,2013,CAN,2010-2013,INC,2,National,53.52993
WB.SP.median,2012,CAN,2012-2017,INC,1,National,52.57174
WB.SP.median,2017,CAN,2012-2017,INC,2,National,55.42224
WB.SP.median,2013,CAN,2013-2018,INC,1,National,53.52993
WB.SP.median,2018,CAN,2013-2018,INC,2,National,55.67319
WB.SP.median,2014,CAN,2014-2019,INC,1,National,53.80452
WB.SP.median,2019,CAN,2014-2019,INC,2,National,56.30329
WB.SP.median,2007,CHE,2007-2012,INC,1,National,60.14683
WB.SP.median,2012,CHE,2007-2012,INC,2,National,64.39082
WB.SP.median,2008,CHE,2008-2013,INC,1,National,60.97828
WB.SP.median,2013,CHE,2008-2013,INC,2,National,63.60305
WB.SP.median,2009,CHE,2009-2014,INC,1,National,60.91752
WB.SP.median,2014,CHE,2009-2014,INC,2,National,64.21332
WB.SP.median,2010,CHE,2010-2015,INC,1,National,62.07361
WB.SP.median,2015,CHE,2010-2015,INC,2,National,64.73972
WB.SP.median,2012,CHE,2012-2017,INC,1,National,64.39082
WB.SP.median,2017,CHE,2012-2017,INC,2,National,65.38935
WB.SP.median,2013,CHE,2013-2018,INC,1,National,63.60305
WB.SP.median,2018,CHE,2013-2018,INC,2,National,64.2951
WB.SP.median,2006,CHL,2006-2011,INC,1,National,9.976728
WB.SP.median,2011,CHL,2006-2011,INC,2,National,11.63454
WB.SP.median,2009,CHL,2009-2013,INC,1,National,10.71855
WB.SP.median,2013,CHL,2009-2013,INC,2,National,14.09566
WB.SP.median,2009,CHL,2009-2015,INC,1,National,10.71855
WB.SP.median,2015,CHL,2009-2015,INC,2,National,15.1846
WB.SP.median,2013,CHL,2013-2017,INC,1,National,14.09566
WB.SP.median,2017,CHL,2013-2017,INC,2,National,16.91983
WB.SP.median,2015,CHL,2015-2020,INC,1,National,15.1846
WB.SP.median,2020,CHL,2015-2020,INC,2,National,17.01273
WB.SP.median,2013,CHN,2013-2015,CONS,1,National,7.22211
WB.SP.median,2015,CHN,2013-2015,CONS,2,National,8.5040473
WB.SP.median,2013,CHN,2013-2016,CONS,1,National,7.22211
WB.SP.median,2016,CHN,2013-2016,CONS,2,National,9.06145
WB.SP.median,2014,CHN,2014-2019,CONS,1,National,7.890349
WB.SP.median,2019,CHN,2014-2019,CONS,2,National,10.72471
WB.SP.median,2015,CHN,2015-2020,CONS,1,National,8.5040473
WB.SP.median,2020,CHN,2015-2020,CONS,2,National,10.39351
WB.SP.median,2008,CIV,2008-2015,CONS,1,National,2.847142
WB.SP.median,2015,CIV,2008-2015,CONS,2,National,2.856169
WB.SP.median,2007,CMR,2007-2014,CONS,1,National,3.054402
WB.SP.median,2014,CMR,2007-2014,CONS,2,National,3.889155
WB.SP.median,2004,COD,2004-2012,CONS,1,National,0.7116392
WB.SP.median,2012,COD,2004-2012,CONS,2,National,1.458798
WB.SP.median,2005,COG,2005-2011,CONS,1,National,2.163706
WB.SP.median,2011,COG,2005-2011,CONS,2,National,2.98038
WB.SP.median,2008,COL,2008-2011,INC,1,National,7.12171
WB.SP.median,2011,COL,2008-2011,INC,2,National,8.259432
WB.SP.median,2008,COL,2008-2012,INC,1,National,7.12171
WB.SP.median,2012,COL,2008-2012,INC,2,National,8.625676
WB.SP.median,2009,COL,2009-2014,INC,1,National,7.295701
WB.SP.median,2014,COL,2009-2014,INC,2,National,9.52309
WB.SP.median,2010,COL,2010-2015,INC,1,National,7.759391
WB.SP.median,2015,COL,2010-2015,INC,2,National,9.6515
WB.SP.median,2011,COL,2011-2016,INC,1,National,8.259432
WB.SP.median,2016,COL,2011-2016,INC,2,National,9.622767
WB.SP.median,2012,COL,2012-2017,INC,1,National,8.625676
WB.SP.median,2017,COL,2012-2017,INC,2,National,9.68655
WB.SP.median,2013,COL,2013-2018,INC,1,National,9.095704
WB.SP.median,2018,COL,2013-2018,INC,2,National,9.715158
WB.SP.median,2014,COL,2014-2019,INC,1,National,9.52309
WB.SP.median,2019,COL,2014-2019,INC,2,National,9.615213
WB.SP.median,2015,COL,2015-2020,INC,1,National,9.6515
WB.SP.median,2020,COL,2015-2020,INC,2,National,8.116922
WB.SP.median,2016,COL,2016-2021,INC,1,National,9.622767
WB.SP.median,2021,COL,2016-2021,INC,2,National,8.621794
WB.SP.median,2004,CRI,2004-2009,INC,1,National,11.17264
WB.SP.median,2009,CRI,2004-2009,INC,2,National,14.01306
WB.SP.median,2010,CRI,2010-2013,INC,1,National,14.8534
WB.SP.median,2013,CRI,2010-2013,INC,2,National,15.7474
WB.SP.median,2010,CRI,2010-2014,INC,1,National,14.8534
WB.SP.median,2014,CRI,2010-2014,INC,2,National,15.83356
WB.SP.median,2010,CRI,2010-2015,INC,1,National,14.8534
WB.SP.median,2015,CRI,2010-2015,INC,2,National,15.75731
WB.SP.median,2011,CRI,2011-2016,INC,1,National,15.32522
WB.SP.median,2016,CRI,2011-2016,INC,2,National,16.40798
WB.SP.median,2012,CRI,2012-2017,INC,1,National,15.84781
WB.SP.median,2017,CRI,2012-2017,INC,2,National,16.56755
WB.SP.median,2013,CRI,2013-2018,INC,1,National,15.7474
WB.SP.median,2018,CRI,2013-2018,INC,2,National,16.59684
WB.SP.median,2014,CRI,2014-2019,INC,1,National,15.83356
WB.SP.median,2019,CRI,2014-2019,INC,2,National,16.23176
WB.SP.median,2015,CRI,2015-2020,INC,1,National,15.75731
WB.SP.median,2020,CRI,2015-2020,INC,2,National,13.88261
WB.SP.median,2016,CRI,2016-2021,INC,1,National,16.40798
WB.SP.median,2021,CRI,2016-2021,INC,2,National,15.92446
WB.SP.median,2017,CRI,2017-2022,INC,1,National,16.56755
WB.SP.median,2022,CRI,2017-2022,INC,2,National,15.86023
WB.SP.median,2007,CYP,2007-2012,INC,1,National,44.05052
WB.SP.median,2012,CYP,2007-2012,INC,2,National,39.07879
WB.SP.median,2009,CYP,2009-2014,INC,1,National,42.41863
WB.SP.median,2014,CYP,2009-2014,INC,2,National,34.83071
WB.SP.median,2010,CYP,2010-2015,INC,1,National,43.2975
WB.SP.median,2015,CYP,2010-2015,INC,2,National,36.2929
WB.SP.median,2012,CYP,2012-2017,INC,1,National,39.07879
WB.SP.median,2017,CYP,2012-2017,INC,2,National,39.63606
WB.SP.median,2013,CYP,2013-2018,INC,1,National,35.86818
WB.SP.median,2018,CYP,2013-2018,INC,2,National,41.38229
WB.SP.median,2014,CYP,2014-2019,INC,1,National,34.83071
WB.SP.median,2019,CYP,2014-2019,INC,2,National,43.20333
WB.SP.median,2015,CYP,2015-2020,INC,1,National,36.2929
WB.SP.median,2020,CYP,2015-2020,INC,2,National,43.55059
WB.SP.median,2006,CZE,2006-2011,INC,1,National,25.76499
WB.SP.median,2011,CZE,2006-2011,INC,2,National,28.46446
WB.SP.median,2007,CZE,2007-2012,INC,1,National,27.03176
WB.SP.median,2012,CZE,2007-2012,INC,2,National,27.91957
WB.SP.median,2009,CZE,2009-2014,INC,1,National,28.18086
WB.SP.median,2014,CZE,2009-2014,INC,2,National,28.4697
WB.SP.median,2010,CZE,2010-2015,INC,1,National,28.19305
WB.SP.median,2015,CZE,2010-2015,INC,2,National,29.76021
WB.SP.median,2012,CZE,2012-2017,INC,1,National,27.91957
WB.SP.median,2017,CZE,2012-2017,INC,2,National,31.66769
WB.SP.median,2013,CZE,2013-2018,INC,1,National,27.9421
WB.SP.median,2018,CZE,2013-2018,INC,2,National,32.99313
WB.SP.median,2014,CZE,2014-2019,INC,1,National,28.4697
WB.SP.median,2019,CZE,2014-2019,INC,2,National,34.56292
WB.SP.median,2015,CZE,2015-2020,INC,1,National,29.76021
WB.SP.median,2020,CZE,2015-2020,INC,2,National,35.20775
WB.SP.median,2006,DEU,2006-2011,INC,1,National,47.92012
WB.SP.median,2011,DEU,2006-2011,INC,2,National,49.3055
WB.SP.median,2007,DEU,2007-2011,INC,1,National,48.56302
WB.SP.median,2011,DEU,2007-2011,INC,2,National,49.3055
WB.SP.median,2010,DEU,2010-2015,INC,1,National,49.47057
WB.SP.median,2015,DEU,2010-2015,INC,2,National,51.45444
WB.SP.median,2011,DEU,2011-2016,INC,1,National,49.3055
WB.SP.median,2016,DEU,2011-2016,INC,2,National,52.89616
WB.SP.median,2013,DEU,2013-2018,INC,1,National,49.70645
WB.SP.median,2018,DEU,2013-2018,INC,2,National,54.9227
WB.SP.median,2014,DEU,2014-2019,INC,1,National,49.98011
