indicator,year,countrycode,period,welftype,spell,subgroup,value
WB.SP.median,2019,DEU,2014-2019,INC,2,National,55.68429
WB.SP.median,2007,DNK,2007-2012,INC,1,National,48.79281
WB.SP.median,2012,DNK,2007-2012,INC,2,National,49.54719
WB.SP.median,2009,DNK,2009-2014,INC,1,National,49.65018
WB.SP.median,2014,DNK,2009-2014,INC,2,National,50.91095
WB.SP.median,2010,DNK,2010-2015,INC,1,National,51.29322
WB.SP.median,2015,DNK,2010-2015,INC,2,National,51.02721
WB.SP.median,2012,DNK,2012-2017,INC,1,National,49.54719
WB.SP.median,2017,DNK,2012-2017,INC,2,National,53.26584
WB.SP.median,2013,DNK,2013-2018,INC,1,National,50.46067
WB.SP.median,2018,DNK,2013-2018,INC,2,National,54.42157
WB.SP.median,2014,DNK,2014-2019,INC,1,National,50.91095
WB.SP.median,2019,DNK,2014-2019,INC,2,National,54.02883
WB.SP.median,2015,DNK,2015-2020,INC,1,National,51.02721
WB.SP.median,2020,DNK,2015-2020,INC,2,National,56.32172
WB.SP.median,2006,DOM,2006-2011,INC,1,National,7.735561
WB.SP.median,2011,DOM,2006-2011,INC,2,National,8.150972
WB.SP.median,2007,DOM,2007-2012,INC,1,National,7.604998
WB.SP.median,2012,DOM,2007-2012,INC,2,National,8.053048
WB.SP.median,2009,DOM,2009-2013,INC,1,National,7.871096
WB.SP.median,2013,DOM,2009-2013,INC,2,National,8.262238
WB.SP.median,2010,DOM,2010-2015,INC,1,National,8.029946
WB.SP.median,2015,DOM,2010-2015,INC,2,National,9.981742
WB.SP.median,2011,DOM,2011-2016,INC,1,National,8.150972
WB.SP.median,2016,DOM,2011-2016,INC,2,National,10.68553
WB.SP.median,2017,DOM,2017-2021,INC,1,National,10.52661
WB.SP.median,2021,DOM,2017-2021,INC,2,National,10.5664
WB.SP.median,2007,ECU,2007-2011,INC,1,National,7.640722
WB.SP.median,2011,ECU,2007-2011,INC,2,National,9.539067
WB.SP.median,2007,ECU,2007-2012,INC,1,National,7.640722
WB.SP.median,2012,ECU,2007-2012,INC,2,National,10.31009
WB.SP.median,2009,ECU,2009-2014,INC,1,National,7.869065
WB.SP.median,2014,ECU,2009-2014,INC,2,National,10.7704
WB.SP.median,2010,ECU,2010-2015,INC,1,National,8.657102
WB.SP.median,2015,ECU,2010-2015,INC,2,National,10.66751
WB.SP.median,2011,ECU,2011-2016,INC,1,National,9.539067
WB.SP.median,2016,ECU,2011-2016,INC,2,National,10.7256
WB.SP.median,2012,ECU,2012-2017,INC,1,National,10.31009
WB.SP.median,2017,ECU,2012-2017,INC,2,National,11.17466
WB.SP.median,2013,ECU,2013-2018,INC,1,National,10.23971
WB.SP.median,2018,ECU,2013-2018,INC,2,National,10.93968
WB.SP.median,2014,ECU,2014-2019,INC,1,National,10.7704
WB.SP.median,2019,ECU,2014-2019,INC,2,National,10.67848
WB.SP.median,2015,ECU,2015-2020,INC,1,National,10.66751
WB.SP.median,2020,ECU,2015-2020,INC,2,National,9.163351
WB.SP.median,2016,ECU,2016-2021,INC,1,National,10.7256
WB.SP.median,2021,ECU,2016-2021,INC,2,National,10.10093
WB.SP.median,2017,ECU,2017-2022,INC,1,National,11.17466
WB.SP.median,2022,ECU,2017-2022,INC,2,National,10.65527
WB.SP.median,2010,EGY,2010-2012,CONS,1,National,5.341406
WB.SP.median,2012,EGY,2010-2012,CONS,2,National,5.58704
WB.SP.median,2012,EGY,2012-2015,CONS,1,National,5.58704
WB.SP.median,2015,EGY,2012-2015,CONS,2,National,5.805873
WB.SP.median,2012,EGY,2012-2017,CONS,1,National,5.58704
WB.SP.median,2017,EGY,2012-2017,CONS,2,National,5.065631
WB.SP.median,2015,EGY,2015-2019,CONS,1,National,5.805873
WB.SP.median,2019,EGY,2015-2019,CONS,2,National,5.422779
WB.SP.median,2007,ESP,2007-2012,INC,1,National,40.44211
WB.SP.median,2012,ESP,2007-2012,INC,2,National,35.7835
WB.SP.median,2008,ESP,2008-2014,INC,1,National,41.32829
WB.SP.median,2014,ESP,2008-2014,INC,2,National,34.96352
WB.SP.median,2010,ESP,2010-2015,INC,1,National,38.39911
WB.SP.median,2015,ESP,2010-2015,INC,2,National,35.88677
WB.SP.median,2012,ESP,2012-2017,INC,1,National,35.7835
WB.SP.median,2017,ESP,2012-2017,INC,2,National,37.98055
WB.SP.median,2013,ESP,2013-2018,INC,1,National,34.81484
WB.SP.median,2018,ESP,2013-2018,INC,2,National,37.80572
WB.SP.median,2014,ESP,2014-2019,INC,1,National,34.96352
WB.SP.median,2019,ESP,2014-2019,INC,2,National,40.22426
WB.SP.median,2015,ESP,2015-2020,INC,1,National,35.88677
WB.SP.median,2020,ESP,2015-2020,INC,2,National,40.18435
WB.SP.median,2005,EST,2005-2010,INC,1,National,15.90489
WB.SP.median,2010,EST,2005-2010,INC,2,National,20.05659
WB.SP.median,2007,EST,2007-2012,INC,1,National,21.58385
WB.SP.median,2012,EST,2007-2012,INC,2,National,21.20708
WB.SP.median,2009,EST,2009-2014,INC,1,National,21.15197
WB.SP.median,2014,EST,2009-2014,INC,2,National,24.30735
WB.SP.median,2010,EST,2010-2015,INC,1,National,20.05659
WB.SP.median,2015,EST,2010-2015,INC,2,National,26.58752
WB.SP.median,2012,EST,2012-2017,INC,1,National,21.20708
WB.SP.median,2017,EST,2012-2017,INC,2,National,31.16376
WB.SP.median,2013,EST,2013-2018,INC,1,National,22.26663
WB.SP.median,2018,EST,2013-2018,INC,2,National,33.15284
WB.SP.median,2014,EST,2014-2019,INC,1,National,24.30735
WB.SP.median,2019,EST,2014-2019,INC,2,National,34.56289
WB.SP.median,2015,EST,2015-2020,INC,1,National,26.58752
WB.SP.median,2020,EST,2015-2020,INC,2,National,35.98755
WB.SP.median,2004,ETH,2004-2010,CONS,1,National,2.634626
WB.SP.median,2010,ETH,2004-2010,CONS,2,National,2.760411
WB.SP.median,2010,ETH,2010-2015,CONS,1,National,2.760411
WB.SP.median,2015,ETH,2010-2015,CONS,2,National,3.061885
WB.SP.median,2007,FIN,2007-2012,INC,1,National,44.85182
WB.SP.median,2012,FIN,2007-2012,INC,2,National,47.98162
WB.SP.median,2009,FIN,2009-2014,INC,1,National,46.94671
WB.SP.median,2014,FIN,2009-2014,INC,2,National,47.83317
WB.SP.median,2010,FIN,2010-2015,INC,1,National,47.38056
WB.SP.median,2015,FIN,2010-2015,INC,2,National,48.04637
WB.SP.median,2012,FIN,2012-2017,INC,1,National,47.98162
WB.SP.median,2017,FIN,2012-2017,INC,2,National,49.61621
WB.SP.median,2013,FIN,2013-2018,INC,1,National,47.89649
WB.SP.median,2018,FIN,2013-2018,INC,2,National,50.38814
WB.SP.median,2014,FIN,2014-2019,INC,1,National,47.83317
WB.SP.median,2019,FIN,2014-2019,INC,2,National,51.2622
WB.SP.median,2015,FIN,2015-2020,INC,1,National,48.04637
WB.SP.median,2020,FIN,2015-2020,INC,2,National,51.20899
WB.SP.median,2008,FJI,2008-2013,CONS,1,National,7.815553
WB.SP.median,2013,FJI,2008-2013,CONS,2,National,8.090504
WB.SP.median,2007,FRA,2007-2012,INC,1,National,46.386
WB.SP.median,2012,FRA,2007-2012,INC,2,National,47.49149
WB.SP.median,2009,FRA,2009-2014,INC,1,National,48.14664
WB.SP.median,2014,FRA,2009-2014,INC,2,National,48.5381
WB.SP.median,2010,FRA,2010-2015,INC,1,National,47.33734
WB.SP.median,2015,FRA,2010-2015,INC,2,National,49.04773
WB.SP.median,2012,FRA,2012-2017,INC,1,National,47.49149
WB.SP.median,2017,FRA,2012-2017,INC,2,National,49.41706
WB.SP.median,2013,FRA,2013-2018,INC,1,National,47.39606
WB.SP.median,2018,FRA,2013-2018,INC,2,National,49.58171
WB.SP.median,2015,FRA,2015-2020,INC,1,National,49.04773
WB.SP.median,2020,FRA,2015-2020,INC,2,National,50.04979
WB.SP.median,2007,GBR,2007-2012,INC,1,National,43.69026
WB.SP.median,2012,GBR,2007-2012,INC,2,National,42.17668
WB.SP.median,2009,GBR,2009-2014,INC,1,National,43.09303
WB.SP.median,2014,GBR,2009-2014,INC,2,National,43.87049
WB.SP.median,2010,GBR,2010-2015,INC,1,National,42.9632
WB.SP.median,2015,GBR,2010-2015,INC,2,National,44.42534
WB.SP.median,2011,GBR,2011-2016,INC,1,National,42.44035
WB.SP.median,2016,GBR,2011-2016,INC,2,National,45.21406
WB.SP.median,2012,GBR,2012-2017,INC,1,National,42.17668
WB.SP.median,2017,GBR,2012-2017,INC,2,National,45.37965
WB.SP.median,2015,GBR,2015-2020,INC,1,National,44.42534
WB.SP.median,2020,GBR,2015-2020,INC,2,National,46.31554
WB.SP.median,2007,GEO,2007-2012,CONS,1,National,4.477868
WB.SP.median,2012,GEO,2007-2012,CONS,2,National,5.297253
WB.SP.median,2008,GEO,2008-2013,CONS,1,National,4.82669
WB.SP.median,2013,GEO,2008-2013,CONS,2,National,5.731477
WB.SP.median,2009,GEO,2009-2014,CONS,1,National,4.76619
WB.SP.median,2014,GEO,2009-2014,CONS,2,National,6.118881
WB.SP.median,2011,GEO,2011-2016,CONS,1,National,4.870391
WB.SP.median,2016,GEO,2011-2016,CONS,2,National,6.239344
WB.SP.median,2012,GEO,2012-2017,CONS,1,National,5.297253
WB.SP.median,2017,GEO,2012-2017,CONS,2,National,6.393579
WB.SP.median,2013,GEO,2013-2018,CONS,1,National,5.731477
WB.SP.median,2018,GEO,2013-2018,CONS,2,National,6.437006
WB.SP.median,2014,GEO,2014-2019,CONS,1,National,6.118881
WB.SP.median,2019,GEO,2014-2019,CONS,2,National,6.429443
WB.SP.median,2015,GEO,2015-2020,CONS,1,National,6.182295
WB.SP.median,2020,GEO,2015-2020,CONS,2,National,6.031012
WB.SP.median,2016,GEO,2016-2021,CONS,1,National,6.239344
WB.SP.median,2021,GEO,2016-2021,CONS,2,National,6.343376
WB.SP.median,2012,GHA,2012-2016,CONS,1,National,3.526679
WB.SP.median,2016,GHA,2012-2016,CONS,2,National,3.737927
WB.SP.median,2007,GIN,2007-2012,CONS,1,National,2.224181
WB.SP.median,2012,GIN,2007-2012,CONS,2,National,3.139889
WB.SP.median,2010,GMB,2010-2015,CONS,1,National,3.723306
WB.SP.median,2015,GMB,2010-2015,CONS,2,National,3.952387
WB.SP.median,2015,GMB,2015-2020,CONS,1,National,3.952387
WB.SP.median,2020,GMB,2015-2020,CONS,2,National,3.819652
WB.SP.median,2007,GRC,2007-2012,INC,1,National,33.89547
WB.SP.median,2012,GRC,2007-2012,INC,2,National,22.05687
WB.SP.median,2009,GRC,2009-2014,INC,1,National,35.16941
WB.SP.median,2014,GRC,2009-2014,INC,2,National,20.71992
WB.SP.median,2010,GRC,2010-2015,INC,1,National,30.41633
WB.SP.median,2015,GRC,2010-2015,INC,2,National,21.04344
WB.SP.median,2012,GRC,2012-2017,INC,1,National,22.05687
WB.SP.median,2017,GRC,2012-2017,INC,2,National,22.02899
WB.SP.median,2013,GRC,2013-2018,INC,1,National,20.83451
WB.SP.median,2018,GRC,2013-2018,INC,2,National,22.85393
WB.SP.median,2014,GRC,2014-2019,INC,1,National,20.71992
WB.SP.median,2019,GRC,2014-2019,INC,2,National,24.5261
WB.SP.median,2015,GRC,2015-2020,INC,1,National,21.04344
WB.SP.median,2020,GRC,2015-2020,INC,2,National,24.68003
WB.SP.median,2006,HND,2006-2011,INC,1,National,5.707771
WB.SP.median,2011,HND,2006-2011,INC,2,National,6.632304
WB.SP.median,2007,HND,2007-2012,INC,1,National,6.164233
WB.SP.median,2012,HND,2007-2012,INC,2,National,5.79868
WB.SP.median,2009,HND,2009-2014,INC,1,National,7.132193
WB.SP.median,2014,HND,2009-2014,INC,2,National,6.349107
WB.SP.median,2010,HND,2010-2015,INC,1,National,6.622419
WB.SP.median,2015,HND,2010-2015,INC,2,National,6.377023
WB.SP.median,2011,HND,2011-2016,INC,1,National,6.632304
WB.SP.median,2016,HND,2011-2016,INC,2,National,6.773336
WB.SP.median,2012,HND,2012-2017,INC,1,National,5.79868
WB.SP.median,2017,HND,2012-2017,INC,2,National,6.678094
WB.SP.median,2013,HND,2013-2018,INC,1,National,6.192532
WB.SP.median,2018,HND,2013-2018,INC,2,National,6.685338
WB.SP.median,2014,HND,2014-2019,INC,1,National,6.349107
WB.SP.median,2019,HND,2014-2019,INC,2,National,6.927712
WB.SP.median,2004,HRV,2004-2010,CONS,1,National,27.84508
WB.SP.median,2010,HRV,2004-2010,CONS,2,National,23.48425
WB.SP.median,2009,HRV,2009-2012,INC,1,National,21.05251
WB.SP.median,2012,HRV,2009-2012,INC,2,National,17.73136
WB.SP.median,2009,HRV,2009-2014,INC,1,National,21.05251
WB.SP.median,2014,HRV,2009-2014,INC,2,National,18.7853
WB.SP.median,2010,HRV,2010-2015,INC,1,National,19.43167
WB.SP.median,2015,HRV,2010-2015,INC,2,National,20.04534
WB.SP.median,2012,HRV,2012-2017,INC,1,National,17.73136
WB.SP.median,2017,HRV,2012-2017,INC,2,National,22.92524
WB.SP.median,2013,HRV,2013-2018,INC,1,National,17.84971
WB.SP.median,2018,HRV,2013-2018,INC,2,National,24.30587
WB.SP.median,2014,HRV,2014-2019,INC,1,National,18.7853
WB.SP.median,2019,HRV,2014-2019,INC,2,National,26.12091
WB.SP.median,2015,HRV,2015-2020,INC,1,National,20.04534
WB.SP.median,2020,HRV,2015-2020,INC,2,National,26.99779
WB.SP.median,2006,HUN,2006-2011,INC,1,National,18.14068
WB.SP.median,2011,HUN,2006-2011,INC,2,National,18.23781
WB.SP.median,2007,HUN,2007-2012,INC,1,National,17.75559
WB.SP.median,2012,HUN,2007-2012,INC,2,National,17.02361
WB.SP.median,2009,HUN,2009-2014,INC,1,National,17.69438
WB.SP.median,2014,HUN,2009-2014,INC,2,National,18.44764
WB.SP.median,2010,HUN,2010-2015,INC,1,National,17.86822
WB.SP.median,2015,HUN,2010-2015,INC,2,National,19.34048
WB.SP.median,2012,HUN,2012-2017,INC,1,National,17.02361
WB.SP.median,2017,HUN,2012-2017,INC,2,National,21.20184
WB.SP.median,2013,HUN,2013-2018,INC,1,National,17.36183
WB.SP.median,2018,HUN,2013-2018,INC,2,National,22.97648
WB.SP.median,2014,HUN,2014-2019,INC,1,National,18.44764
WB.SP.median,2019,HUN,2014-2019,INC,2,National,24.76334
WB.SP.median,2015,HUN,2015-2020,INC,1,National,19.34048
WB.SP.median,2020,HUN,2015-2020,INC,2,National,26.46581
WB.SP.median,2011,IDN,2011-2014,CONS,1,National,3.78625
WB.SP.median,2014,IDN,2011-2014,CONS,2,National,4.241813
WB.SP.median,2014,IDN,2014-2018,CONS,1,National,4.241813
WB.SP.median,2018,IDN,2014-2018,CONS,2,National,5.429868
WB.SP.median,2015,IDN,2015-2017,CONS,1,National,4.502412
WB.SP.median,2017,IDN,2015-2017,CONS,2,National,5.148569
WB.SP.median,2015,IDN,2015-2019,CONS,1,National,4.502412
WB.SP.median,2019,IDN,2015-2019,CONS,2,National,5.535277
WB.SP.median,2017,IDN,2017-2022,CONS,1,National,5.148569
WB.SP.median,2022,IDN,2017-2022,CONS,2,National,5.798005
WB.SP.median,2004,IND,2004-2011,CONS,1,National,2.407386
WB.SP.median,2011,IND,2004-2011,CONS,2,National,3.056021
WB.SP.median,2007,IRL,2007-2012,INC,1,National,41.12805
WB.SP.median,2012,IRL,2007-2012,INC,2,National,35.65579
WB.SP.median,2009,IRL,2009-2014,INC,1,National,38.20895
WB.SP.median,2014,IRL,2009-2014,INC,2,National,37.51309
WB.SP.median,2010,IRL,2010-2015,INC,1,National,37.10418
WB.SP.median,2015,IRL,2010-2015,INC,2,National,39.22874
WB.SP.median,2011,IRL,2011-2016,INC,1,National,35.67553
WB.SP.median,2016,IRL,2011-2016,INC,2,National,40.21774
WB.SP.median,2012,IRL,2012-2017,INC,1,National,35.65579
WB.SP.median,2017,IRL,2012-2017,INC,2,National,43.78489
WB.SP.median,2013,IRL,2013-2018,INC,1,National,35.70108
WB.SP.median,2018,IRL,2013-2018,INC,2,National,44.72756
WB.SP.median,2015,IRL,2015-2020,INC,1,National,39.22874
WB.SP.median,2020,IRL,2015-2020,INC,2,National,49.20636
WB.SP.median,2009,IRN,2009-2013,CONS,1,National,12.03875
WB.SP.median,2013,IRN,2009-2013,CONS,2,National,11.61728
WB.SP.median,2009,IRN,2009-2014,CONS,1,National,12.03875
WB.SP.median,2014,IRN,2009-2014,CONS,2,National,11.36143
WB.SP.median,2013,IRN,2013-2016,CONS,1,National,11.61728
WB.SP.median,2016,IRN,2013-2016,CONS,2,National,11.36915
WB.SP.median,2013,IRN,2013-2018,CONS,1,National,11.61728
WB.SP.median,2018,IRN,2013-2018,CONS,2,National,11.30805
WB.SP.median,2014,IRN,2014-2017,CONS,1,National,11.36143
WB.SP.median,2017,IRN,2014-2017,CONS,2,National,12.16344
WB.SP.median,2014,IRN,2014-2019,CONS,1,National,11.36143
WB.SP.median,2019,IRN,2014-2019,CONS,2,National,10.58809
WB.SP.median,2006,IRQ,2006-2012,CONS,1,National,9.105328
WB.SP.median,2012,IRQ,2006-2012,CONS,2,National,9.614323
WB.SP.median,2007,ISL,2007-2012,INC,1,National,51.64946
WB.SP.median,2012,ISL,2007-2012,INC,2,National,43.21586
WB.SP.median,2009,ISL,2009-2014,INC,1,National,46.46083
WB.SP.median,2014,ISL,2009-2014,INC,2,National,46.06747
WB.SP.median,2010,ISL,2010-2015,INC,1,National,42.80148
WB.SP.median,2015,ISL,2010-2015,INC,2,National,49.45949
WB.SP.median,2012,ISL,2012-2017,INC,1,National,43.21586
WB.SP.median,2017,ISL,2012-2017,INC,2,National,56.45055
WB.SP.median,2010,ISR,2010-2016,INC,1,National,25.10354
WB.SP.median,2016,ISR,2010-2016,INC,2,National,30.9525
WB.SP.median,2012,ISR,2012-2016,INC,1,National,26.82665
WB.SP.median,2016,ISR,2012-2016,INC,2,National,30.9525
WB.SP.median,2013,ISR,2013-2018,INC,1,National,28.32875
WB.SP.median,2018,ISR,2013-2018,INC,2,National,33.64547
WB.SP.median,2007,ITA,2007-2012,INC,1,National,42.55565
WB.SP.median,2012,ITA,2007-2012,INC,2,National,38.27322
WB.SP.median,2009,ITA,2009-2014,INC,1,National,41.89909
WB.SP.median,2014,ITA,2009-2014,INC,2,National,38.2611
WB.SP.median,2010,ITA,2010-2015,INC,1,National,41.0023
WB.SP.median,2015,ITA,2010-2015,INC,2,National,39.32907
WB.SP.median,2012,ITA,2012-2017,INC,1,National,38.27322
WB.SP.median,2017,ITA,2012-2017,INC,2,National,40.47341
WB.SP.median,2013,ITA,2013-2018,INC,1,National,38.12155
WB.SP.median,2018,ITA,2013-2018,INC,2,National,40.65199
WB.SP.median,2015,ITA,2015-2020,INC,1,National,39.32907
WB.SP.median,2020,ITA,2015-2020,INC,2,National,41.75572
WB.SP.median,2006,JOR,2006-2010,CONS,1,National,11.91961
WB.SP.median,2010,JOR,2006-2010,CONS,2,National,13.39201
WB.SP.median,2008,JOR,2008-2010,CONS,1,National,12.07203
WB.SP.median,2010,JOR,2008-2010,CONS,2,National,13.39201
WB.SP.median,2006,KAZ,2006-2010,CONS,1,National,6.793869
WB.SP.median,2010,KAZ,2006-2010,CONS,2,National,8.430737
WB.SP.median,2008,KAZ,2008-2013,CONS,1,National,7.952517
WB.SP.median,2013,KAZ,2008-2013,CONS,2,National,10.82195
WB.SP.median,2009,KAZ,2009-2013,CONS,1,National,7.951996
WB.SP.median,2013,KAZ,2009-2013,CONS,2,National,10.82195
WB.SP.median,2010,KAZ,2010-2015,CONS,1,National,8.430737
WB.SP.median,2015,KAZ,2010-2015,CONS,2,National,10.0616
WB.SP.median,2012,KAZ,2012-2017,CONS,1,National,10.23297
WB.SP.median,2017,KAZ,2012-2017,CONS,2,National,9.904097
WB.SP.median,2013,KAZ,2013-2018,CONS,1,National,10.82195
WB.SP.median,2018,KAZ,2013-2018,CONS,2,National,10.41767
WB.SP.median,2015,KEN,2015-2020,CONS,1,National,3.098574
WB.SP.median,2020,KEN,2015-2020,CONS,2,National,2.685121
WB.SP.median,2006,KGZ,2006-2011,CONS,1,National,4.495176
WB.SP.median,2011,KGZ,2006-2011,CONS,2,National,5.337806
WB.SP.median,2008,KGZ,2008-2012,CONS,1,National,5.408037
WB.SP.median,2012,KGZ,2008-2012,CONS,2,National,5.197904
WB.SP.median,2009,KGZ,2009-2014,CONS,1,National,5.457591
WB.SP.median,2014,KGZ,2009-2014,CONS,2,National,5.298585
WB.SP.median,2010,KGZ,2010-2015,CONS,1,National,5.268276
WB.SP.median,2015,KGZ,2010-2015,CONS,2,National,5.093955
WB.SP.median,2011,KGZ,2011-2016,CONS,1,National,5.337806
WB.SP.median,2016,KGZ,2011-2016,CONS,2,National,5.305892
WB.SP.median,2012,KGZ,2012-2017,CONS,1,National,5.197904
WB.SP.median,2017,KGZ,2012-2017,CONS,2,National,5.334528
WB.SP.median,2013,KGZ,2013-2018,CONS,1,National,5.005004
WB.SP.median,2018,KGZ,2013-2018,CONS,2,National,5.669188
WB.SP.median,2014,KGZ,2014-2019,CONS,1,National,5.298585
WB.SP.median,2019,KGZ,2014-2019,CONS,2,National,5.837231
WB.SP.median,2015,KGZ,2015-2020,CONS,1,National,5.093955
WB.SP.median,2020,KGZ,2015-2020,CONS,2,National,5.433074
WB.SP.median,2012,KOR,2012-2016,INC,1,National,34.52825
WB.SP.median,2016,KOR,2012-2016,INC,2,National,37.62031
WB.SP.median,2007,LAO,2007-2012,CONS,1,National,3.250357
WB.SP.median,2012,LAO,2007-2012,CONS,2,National,4.162461
WB.SP.median,2012,LAO,2012-2018,CONS,1,National,4.162461
WB.SP.median,2018,LAO,2012-2018,CONS,2,National,4.757384
WB.SP.median,2006,LKA,2006-2009,CONS,1,National,4.891205
WB.SP.median,2009,LKA,2006-2009,CONS,2,National,5.24409
WB.SP.median,2006,LKA,2006-2012,CONS,1,National,4.891205
WB.SP.median,2012,LKA,2006-2012,CONS,2,National,5.727975
WB.SP.median,2009,LKA,2009-2012,CONS,1,National,5.24409
WB.SP.median,2012,LKA,2009-2012,CONS,2,National,5.727975
WB.SP.median,2012,LKA,2012-2016,CONS,1,National,5.727975
WB.SP.median,2016,LKA,2012-2016,CONS,2,National,6.587772
WB.SP.median,2016,LKA,2016-2019,CONS,1,National,6.587772
WB.SP.median,2019,LKA,2016-2019,CONS,2,National,6.91304
WB.SP.median,2006,LTU,2006-2011,INC,1,National,16.66846
WB.SP.median,2011,LTU,2006-2011,INC,2,National,18.01984
WB.SP.median,2007,LTU,2007-2012,INC,1,National,19.69227
WB.SP.median,2012,LTU,2007-2012,INC,2,National,18.5868
WB.SP.median,2009,LTU,2009-2014,INC,1,National,17.44671
WB.SP.median,2014,LTU,2009-2014,INC,2,National,20.51596
WB.SP.median,2010,LTU,2010-2015,INC,1,National,16.8479
WB.SP.median,2015,LTU,2010-2015,INC,2,National,22.59958
WB.SP.median,2012,LTU,2012-2017,INC,1,National,18.5868
WB.SP.median,2017,LTU,2012-2017,INC,2,National,25.62179
WB.SP.median,2013,LTU,2013-2018,INC,1,National,19.26231
WB.SP.median,2018,LTU,2013-2018,INC,2,National,28.01988
WB.SP.median,2014,LTU,2014-2019,INC,1,National,20.51596
WB.SP.median,2019,LTU,2014-2019,INC,2,National,30.71034
WB.SP.median,2015,LTU,2015-2020,INC,1,National,22.59958
WB.SP.median,2020,LTU,2015-2020,INC,2,National,33.99869
WB.SP.median,2007,LUX,2007-2012,INC,1,National,68.75902
WB.SP.median,2012,LUX,2007-2012,INC,2,National,63.95997
WB.SP.median,2009,LUX,2009-2014,INC,1,National,68.99081
WB.SP.median,2014,LUX,2009-2014,INC,2,National,67.28101
WB.SP.median,2010,LUX,2010-2015,INC,1,National,67.37331
WB.SP.median,2015,LUX,2010-2015,INC,2,National,61.74016
WB.SP.median,2012,LUX,2012-2017,INC,1,National,63.95997
WB.SP.median,2017,LUX,2012-2017,INC,2,National,65.69775
WB.SP.median,2013,LUX,2013-2018,INC,1,National,66.26493
WB.SP.median,2018,LUX,2013-2018,INC,2,National,68.8626
WB.SP.median,2014,LUX,2014-2019,INC,1,National,67.28101
WB.SP.median,2019,LUX,2014-2019,INC,2,National,69.27563
WB.SP.median,2015,LUX,2015-2020,INC,1,National,61.74016
WB.SP.median,2020,LUX,2015-2020,INC,2,National,77.76416
WB.SP.median,2006,LVA,2006-2011,INC,1,National,14.96617
WB.SP.median,2011,LVA,2006-2011,INC,2,National,15.54654
WB.SP.median,2007,LVA,2007-2012,INC,1,National,19.5083
WB.SP.median,2012,LVA,2007-2012,INC,2,National,16.05298
WB.SP.median,2009,LVA,2009-2014,INC,1,National,16.11207
WB.SP.median,2014,LVA,2009-2014,INC,2,National,19.16761
WB.SP.median,2010,LVA,2010-2015,INC,1,National,15.9647
WB.SP.median,2015,LVA,2010-2015,INC,2,National,20.85962
WB.SP.median,2012,LVA,2012-2017,INC,1,National,16.05298
WB.SP.median,2017,LVA,2012-2017,INC,2,National,23.81665
WB.SP.median,2013,LVA,2013-2018,INC,1,National,17.31295
WB.SP.median,2018,LVA,2013-2018,INC,2,National,25.66827
WB.SP.median,2014,LVA,2014-2019,INC,1,National,19.16761
WB.SP.median,2019,LVA,2014-2019,INC,2,National,26.8371
WB.SP.median,2015,LVA,2015-2020,INC,1,National,20.85962
WB.SP.median,2020,LVA,2015-2020,INC,2,National,28.52707
WB.SP.median,2006,MDA,2006-2011,CONS,1,National,7.823344
WB.SP.median,2011,MDA,2006-2011,CONS,2,National,9.451042
WB.SP.median,2008,MDA,2008-2013,CONS,1,National,8.636712
